	p009_MOUSE_Brain_adult	p009_MOUSE_Brain_e17	p009_MOUSE_shGFP	p009_MOUSE_shHRNPDL_3	p009_MOUSE_shHRNPDL_4	p009_MOUSE_shRFP	p021_ESC	p021_NSC	p021_SC	p021_iPSC	p022_EBs_BR1	p022_EBs_BR2	p022_EBs_BR3	p022_ESCs_BR1	p022_ESCs_BR2	p022_ESCs_BR3	p022_MEFs_BR1	p001_BRAIN_S1_SYSY	p001_BRAIN_S2_NEB	p001_BRAIN_S2_SYSY	p005_neural_WT	p005_neural_WT	p011_D-2	p011_D0	p011_D10	p011_D2	p011_D5	p011_siCtrl-BR1	p011_siCtrl-BR2	p011_siFTO-BR1	p011_siFTO-BR2	p027_HS	p027_NM	p010_mESC_WT	p010_mESC_WT_BR1	p010_mESC_WT_BR2
4921511C10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4	0	0	0.260279615	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921511H03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.73	10.56	13.24	13.89347298	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921511I17Rik	78.8	229	0	0	0	0	0	27.4	0	0	0	0	0	0	0	0	0	41.8	7.5	11	11.5	12.37554133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921513I03Rik	0	18.2	12.9	13.5	19.3	9.37	0	0	0	0	4.96	0	2.99	0	0	0	6.29	7.93	13.6	0	0	0.94876876	0	0	0	0	0	0	0	0	0	0	0	3.35	0	0
4921515E04Rik	0	79.24	0	0	0	0	0	0	0	0	15.21	10	13.67	6.34	0	241.89	0	24.71	7.55	5.38	5.06	6.022050882	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921517D22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.9	0	0	0.881831458	0	0	0	0	0	0	0	0	0	0	0	9.07	0	0
4921524J17Rik	31.5	49	6.01	10.69	5.9	8.49	1.47	0	4.59	0	18.78	15.85	0	30.4	31.6	0	31.77	0	3.82	13.4	12.18	12.66020018	3.15	13.7	12.9	12.8	7.39	2.77	0	2.6	0	0	0	2.38	2.75	0
4921524L21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6	0	0	0.138087542	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921525O09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.9	10.9	23.6	24.20273757	0	0	0	0	0	0	0	0	0	0	0	38.6	0	0
4921531C22Rik	16.3	33.6	46.8	0	25.96	0	0	0	0	0	0	0	0	0	0	0	15.1	10.2	24.52	35.8	9.25	9.45938867	0	13.3	18.4	9.61	9.88	5.57	5.65	0	3.06	0	0	0	0	0
4921536K21Rik	0	14	0	0	0	0	0	0	0	0	3.6	6.97	15.4	0	0	0	9.44	12.2	102.2	24.3	0	0.769044995	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930401O10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4	0	0	0.595244985	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930402H24Rik	47.9	157.9	2.81	5.81	5.54	7.23	0	261.8	1.53	0	4.58	0	3.23	10.87	0	0	16.82	6.14	0	2.27	5.6	5.950496718	0	28.13	10.68	9.38	17.84	2.93	4.14	0	0	0	0	0	0	0
4930404H11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	0	0	0.425494687	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930404N11Rik	94.6	81.2	26.5	9.02	22.5	0	5.37	3.7	5.37	8.25	90.8	77.1	105	50.8	124	37	39	20.4	93.4	46.4	26.5	26.94269178	4.42	9.09	11.4	10.6	20	11.2	11.9	0	0	0	0	15.1	9.75	12.4
4930405A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.1	8.32	11	11.08034456	0	0	0	0	0	0	0	0	0	0	0	4.84	0	0
4930407G08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.7	8.96	0	0.875952865	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930407I10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.1	9.6	0	0.886154715	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930412C18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.4	23.2	8.11	73.83	73.94696188	0	0	8.85	0	15.7	15.1	5.34	0	0	0	0	0	0	0
4930412O13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.9	19.16	0	0.191692005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930413F20Rik	0	0	0	0	0	0	0	0	0	0	3.74	0	0	0	0	0	0	3.23	6.82	0	4.76	5.033904177	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930413G21Rik	47.9	51.24	3.93	0	3.68	0	6.53	0	17.59	0	34	122	25.6	71	28.4	11.2	38.7	13.2	19.1	11.8	13.98	14.50801549	0	95.4	106.31	89	66.58	21.1	28.2	3.78	4.13	0	0	15.1	0	0
4930417O22Rik	0	0	0	0	0	0	0	0	0	0	0	0	3.27	0	0	0	0	7.64	40.9	22.38	0	0.837605729	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930426L09Rik	0	0	0	0	0	0	0	0	7.68	0	0	0	0	0	0	0	0	0	24.5	22.4	32.4	32.96468445	0	31.3	15.1	55.6	32.3	18.4	6.52	0	0	0	0	0	0	0
4930427A07Rik	0	127.4	11.67	48.81	16.93	62.21	10.35	9.48	5.7	22.36	81.2	115.77	85.38	87.52	113.4	68.8	69.7	0	49.1	22.4	37.9	38.5437252	0	41.98	46.04	11.62	78.54	5.53	2.78	0	0	0	0	28.71	16.64	23.9
4930428E07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.77	0	0	0	0.864577925	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930429B21Rik	244	53.2	14.9	0	0	0	0	46.7	4.66	13.94	23.6	19.7	0	107.8	13.4	0	35.2	43.3	149.28	60.31	31.4	31.65950934	0	34.3	36.3	57.7	24.02	8.54	19.6	0	14.7	0	0	49.7	33.8	62
4930429D17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	0	0	0.804107147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930429F11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.5	0	0	0.193797157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930429F24Rik	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978515605	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930430F08Rik	88.7	56	2.84	0	5.36	16.4	0	0	0	3.14	0	0	0	31.7	0	0	0	26.15	22.41	19.92	24.17	24.66770663	0	0	0	0	0	0	0	0	0	0	0	7.43	2.35	0
4930430F21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.6	0	0	0.355460847	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930431F12Rik	30.4	27.3	0	0	0	0	2.65	0	2.31	4.53	5.44	5.18	4.37	88.8	12.9	77.3	8.65	85	83.1	13.4	20.98	21.20066791	0	3.51	3.14	5	6.84	12.6	6.21	0	0	0	0	2.72	0	0
4930431P03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	0	0	0.623485199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930432J09Rik	0	14	0	0	0	0	0	0	0	0	4.39	2.23	3.09	0	0	0	0	6.4	0	0	0	0.753595062	0	0	0	0	0	0	0	0	0	0	0	3.21	0	0
4930432K21Rik	0	0	29.2	0	12.9	0	13.68	15.58	0	4.01	23.6	0	0	0	0	0	25.8	0	53.2	4.69	13.03	13.99178364	0	0	9.8	10.71	8.32	8.6	7.12	25.73	15.46	0	0	7.07	0	0
4930433N12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.4	55.8	0	0	0.129977063	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930442L01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.4	0	0	0.52120504	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930443O20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.3	0	0	0.173104975	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930444F02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.770601385	0	0	0	0	0	0	0	0	0	0	0	18.1	0	0
4930444G20Rik	0	0	0	0	0	0	0	0	0	5.09	0	0	0	0	0	0	0	0	0	0	0	0.449652526	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930444M15Rik	0	0	0	0	0	0	1.99	0	0	2.94	0	10.7	0	12.7	0	0	0	13.2	38.2	0	0	0.84458736	0	0	0	0	0	0	0	0	0	0	0	2.2	4.4	0
4930447C04Rik	0	0	0	0	0	0	0	0	0	0	18.3	16.4	46.3	31.7	0	0	0	25.5	0	3.09	10.38	11.2647602	0	0	0	0	0	0	0	0	0	0	0	5.26	6.5	5.76
4930447F24Rik	0	0	17	0	5.36	0	0	0	0	0	0	0	0	0	0	0	25.2	0	5.91	0	0	0.875262464	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930447J18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	0	0	0.349127957	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930447K03Rik	0	0	0	0	0	0	0	22.6	0	0	0	0	0	0	0	0	0	0	32.7	0	27.48	28.40767868	0	0	0	0	0	0	0	0	0	0	0	22.7	0	0
4930447M23Rik	59.6	32.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.6	17.5	10.9	21.37	21.8562193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930448I06Rik	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100832954	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930451G09Rik	11.7	58.8	0	0	0	0	0	19.3	0	14.6	0	0	0	0	0	0	0	15.3	83.8	58.3	28.83	29.40331726	0	21.7	39.88	24.72	48.1	0	15.42	0	0	0	0	0	0	0
4930451I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.4	9.6	0	0.833322923	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930452B06Rik	23.4	0	0	0	0	0	3.34	45.15	0	2.44	15.7	0	0	44.4	18.17	0	13.2	11.2	0	0	5.76	5.776663553	0	0	0	0	0	19.3	5.63	0	0	0	0	2.56	3.84	0
4930452G13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	16.5	17.35011694	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930453L07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.7	0	0	0.036956623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930453N24Rik	275.42	494	18.6	51.1	16.8	24.3	1.87	3.24	1.59	4.62	26.2	56	51.7	99.2	81.3	57.7	68.94	22.6	41.6	48.3	22.53	23.17567394	0	10	6.64	6.13	4.09	0	3.62	10.6	0	0	0	11.9	12.5	13.2
4930455C13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81336461	0	0	4.24	3.64	0	0	2.81	0	0	0	0	0	0	0
4930455G09Rik	0	0	0	0	0	0	2.77	0	0	0	0	0	0	0	0	0	0	0	30	8.32	15.4	15.99524213	0	0	0	0	0	0	0	0	0	0	0	13.6	18.2	0
4930455H04Rik	17.5	19.6	0	0	0	0	0	7.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155079556	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930456L15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	0	0	0.809096703	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930461G14Rik	0	0	0	0	0	0	4.1	0	0	4.43	24.9	0	0	65.56	0	31.6	0	0	32.7	0	0	0.498918513	0	0	0	0	0	0	0	0	0	0	0	11.1	13.2	8.26
4930463O16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.7	8.32	0	0.46449964	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930465K10Rik	0	0	0	0	0	0	0	0	0	8.19	0	0	0	25.4	0	0	8.18	0	0	0	0	0.324987887	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930465M20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4	0	0	0.136450639	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930467K11Rik	0	0	0	0	0	0	0	0	0	9.3	0	0	0	0	0	0	0	0	0	0	0	0.186640307	0	0	0	0	0	0	0	0	0	0	0	15.1	0	0
4930469G21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.495358626	0	0	0	0	0	0	0	0	0	0	0	0	0	43.4
4930470H14Rik	47.13	57.9	32.6	20.94	20.91	18.93	2.73	24.06	8	6.35	5.51	5.47	15	28.8	12.3	144	6.86	81.5	43	11.6	6.53	6.835035871	0	8.24	3.84	15.1	12.6	7.28	5.75	2.62	3.95	0	0	10.59	3.22	2.48
4930470P17Rik	15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2	38.1	0	9.88	10.57348094	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930471G03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	10.2	0	0.286489596	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930471M09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.5	12.8	0	0.291756059	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930473A02Rik	4.55	40.6	0	0	0	0	0	4.11	0	0	0	0	0	0	0	0	0	0	50.4	19.8	1.56	2.058271513	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930474G06Rik	12.8	15.4	0	0	0	0	0	0	0	0	3.49	3.14	3.12	0	0	22.9	0	8.4	0	0	9.88	10.17151751	0	0	0	0	0	0	0	0	0	0	0	10.4	0	0
4930474M22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4	0	0	0.673396761	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930478L05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.1	0	0	0.60286888	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930478P22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.5	0	0	0.761375474	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930479D17Rik	81.7	12.6	0	0	0	0	0	12.1	0	4.87	0	0	0	0	0	0	0	37.7	66.8	29.4	126	126.9549926	0	0	0	0	0	0	0	0	0	0	0	37	0	0
4930480K23Rik	17.5	26.6	0	0	0	0	0	4.83	0	0	0	0	0	0	0	0	0	25.5	21.8	17.9	6.22	6.826672546	0	0	0	0	0	0	0	0	0	0	0	16.2	0	0
4930481A15Rik	0	0	0	0	0	0	6.29	0	0	7.09	0	0	0	0	0	0	0	0	30	7.68	0	0.337500069	0	0	9.74	115.3	65.9	0	0	0	0	0	0	0	9.1	3.87
4930483K19Rik	0	0	0	0	0	0	0	10.04	0	3.29	0	0	0	0	0	0	0	0	20.4	0	0	0.116671323	0	0	0	0	0	0	0	2.52	0	0	0	0	0	0
4930486L24Rik	0	0	0	0	0	0	3.28	0	1.25	1.77	0	0	0	0	0	0	0	0	0	0	0	0.741841368	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930487H11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.2	0	0	0.623962015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930488B22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.6	11.5	0	0.318301868	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930500F04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.7	0	0	0.270871124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930500L23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2	13.98650018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930502E09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	0	0	0.734510018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930503E14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.33	10.27476092	0	0	0	0	0	0	10.4	0	0	0	0	0	0	0
4930503L19Rik	56.1	102.2	29.9	16.67	22.1	43.83	0	11.23	0	5.68	0	0	21.79	81.49	20.6	52.3	89.93	24.04	30.6	40.6	16.36	17.25918007	0	0	3.04	5.49	0	3.21	3.36	5.01	0	0	0	15.8	22.22	10.22
4930505A04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10.10121761	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930507D05Rik	10.5	11.2	0	0	4.72	0	0	21.07	0	20.84	0	6.56	0	12.7	0	0	32.7	0	70.9	21.12	23.03	23.82728289	0	20.16	10.2	35	24	5.58	5.93	0	0	0	0	23.4	0	0
4930507D10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	0	0	0.443313067	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930509E16Rik	0	12.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.858686913	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930509J09Rik	0	15.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308672838	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930509K18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.3	0	0	0.840557284	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930511E03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.4	0	0	0	0.391540095	0	0	41.6	0	22.2	0	0	0	0	0	0	0	0	0
4930511M06Rik	26.9	16.8	17	21	21.4	18.45	0	0	0	1.66	3.9	2.79	3.93	6.78	12.08	119	18.12	10.5	6.93	4.44	18.28	18.36445492	0	0	0	0	0	0	0	5.98	0	0	0	3.93	2.49	0
4930512J16Rik	0	0	0	0	0	0	0	0	0	11.1	0	0	0	0	0	0	0	0	13.6	0	0	0.927253096	0	0	0	0	0	0	0	0	0	0	0	8.32	0	0
4930513N10Rik	120.4	119.7	68.02	34.37	78.32	51.71	21.28	24.06	18.76	30.74	72	34.95	118	115.13	83.3	29.21	116.5	0	190.8	10.9	34.15	34.41549042	0	106.85	43.01	38.12	19.91	37.92	32.31	11.9	6.12	0	0	32.68	67.69	46.33
4930515G01Rik	0	11.2	0	0	0	0	0	6.04	0	8.42	0	0	0	25.4	0	0	32.74	11.2	32.7	8.32	0	0.849858205	0	25.3	15.1	30.9	18.5	21.8	0	0	0	0	0	12.6	31.2	24.8
4930517M08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	0	0	0.083851867	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930518P08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.3	12.2	0	0.12583487	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930519F09Rik	0	6.3	0	0	0	0	0	0	0	0	0	1.7	2.64	0	0	31.6	0	8.66	13.9	9.6	1.88	2.847293785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930519G04Rik	0	0	0	0	0	0	0	0	0	12.2	0	0	0	0	0	0	0	0	58.6	0	0	0.391351533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930519K11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	8.96	0	0.146293189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930520O04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.6	0	0	0.305127915	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930523C07Rik	37.4	22.4	35.3	0	53.7	22.58	0	0	14.4	0	0	0	0	0	0	0	29.6	26.5	178.6	77.52	54.05	54.66512008	0	17.18	42.68	19.52	23.97	11.27	16.05	0	2.2	0	0	11.3	0	0
4930524B15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.383956063	0	0	0	0	0	0	0	0	0	0	0	10.48	36.4	0
4930525D18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0.788250235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930525G20Rik	30.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.6	65.5	46.1	31.34	31.4934826	0	0	0	0	0	0	0	0	0	0	0	9.83	20.8	0
4930526I15Rik	54.9	61.6	16.3	0	0	12.6	2.76	2.09	1.81	1.69	4.58	0	0	0	0	0	13.82	0	6.13	9.28	12.51	13.24004252	4.82	20.9	45.6	24.5	27.2	2.75	2.47	0	1.49	0	0	0	6.86	5.81
4930526L06Rik	0	12.6	0	0	0	0	0	0	0	0	0	2.28	0	0	0	0	0	33.6	36.8	8.32	0	0.277681468	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930528A17Rik	33.9	18.2	11.5	0	2.6	8.35	2.24	2.35	0	17.7	8.64	8.67	3.06	3.46	41.3	0	10.4	0	0	9.6	7.76	8.43454437	0	0	13.3	5.67	13.86	1.97	6.82	0	0	0	0	4.16	11.7	2.95
4930528D03Rik	0	6.53	0	0	0	0	0	0	0	0	2.68	2.24	3.84	0	0	68.6	0	26.1	50.4	27.5	0	0.224490112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930529C04Rik	0	0	10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2	0	0	0	0.291953405	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930538K18Rik	0	12.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2	28.6	14.7	33	33.77251864	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930539E08Rik	23.4	7	0	0	0	0	0	0	0	2.27	3.93	2.43	0	31.7	0	0	0	2.29	19.27	0	4.53	4.880264527	0	0	0	0	0	0	0	0	0	0	0	1.93	0	0
4930539J05Rik	14	0	0	0	0	0	0	0	0	0	3.78	4.18	0	4.64	7.69	0	2.67	0	0	0	0	0.961356759	0	3.83	11.2	6.33	5.54	3.48	4.43	0	0	0	0	0	0	0
4930539M17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	0	0	0.71028367	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930540M03Rik	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.616056968	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930542D17Rik	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.965474008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930543E12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.1	0	0	0.675544446	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930543N07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.1	0	0	0.444769223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930544D05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	0	0	0.070277931	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930546K05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0.919779132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930548H24Rik	0	0	0	0	0	0	2.11	0	0	3.45	24.9	42.6	13.6	67.7	10.3	0	0	0	20.4	0	0	0.382870857	0	0	0	0	0	0	0	0	0	0	0	6.12	4.18	2.25
4930549C15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.7	0	0	0.7529817	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930550L24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333413922	0	0	0	0	0	22.6	0	0	0	0	0	0	0	0
4930552P12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.49	6.071075948	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930553C11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3	0	0	0	0.230751068	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930555G01Rik	0	12.6	0	0	0	0	0	0	0	0	9.16	0	0	31.7	0	0	0	12.2	61.4	0	9.88	10.52401428	0	0	0	0	0	0	0	0	0	0	0	5.62	15.6	0
4930556J02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0.136586441	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930556M19Rik	0	15.4	31.84	0	16.1	0	11.51	0	0	12.8	3.93	0	2.86	0	0	0	33.94	8.66	34.73	11.5	15.4	16.13030543	0	0	0	0	6.01	2.66	21.3	21.4	2.61	0	0	23.1	41.6	43.4
4930556N13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.9	0	0	0.753460356	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930558C23Rik	0	0	0	0	0	0	1.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.318405099	0	0	0	0	0	0	0	0	0	0	0	8.77	8.32	18.6
4930558J18Rik	0	14	0	0	0	0	0	5.64	0	0	0	0	0	0	0	0	0	5.43	0	0	0	0.20448193	0	0	0	0	0	0	0	0	0	0	0	2.72	0	0
4930562C15Rik	0	0	0	0	0	0	0	10.5	0	0	0	0	0	0	0	0	0	0	173.2	28.76	0	0.542497028	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930562F07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6	0	11.5	12.18325846	0	0	2.14	0	2.87	0	0	0	0	0	0	0	0	0
4930563D23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.1	0	0	0.547720069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930563E18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4	10.74652653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930563E22Rik	44.4	138.6	0	0	27.8	0	0	9.67	0	0	0	0	0	0	0	0	32.8	63.2	103.63	64.6	62.84	63.67236751	0	27.3	76.6	37.6	51.8	6.2	9.91	0	0	0	0	45.4	36.4	49.6
4930564C03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.13	0	0	0	0.609139286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930565N06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18	0	0	0.958297853	0	0	0	0	0	0	0	0	0	0	0	0	0	0
