	hybase1	hybase1	hybase1	hybase2	hybase2	hybase2	hybase2	hybase2	hybase2	hybase9	hybase9	hybase9	hybase9	hybase9	hybase9	hybase9	hybase9	hybase9	hybase9	hybase10	hybase10	hybase10	hybase10	hybase10	hybase10	hybase32	hybase32	hybase32	hybase41	hybase41	hybase41	hybase41	hybase41	hybase41	hybase45	hybase45
C7orf13	17.72	0	0	0	0	0	0	0	0	43.4	0	19.79	20.32	45.6	16.75	36.8	94.3	17.21	19.65	36.9	62.2	35.7	29.8	42.8	24.4	6.74	14.56	4.97	6.96	6.97	8.34	6.57	14.98	10.25	28.8	31.8
C7orf25	24.1	25.4	29.2	0	0	0	9.15	0	0	16.65	40.6	91.8	29.15	140.1	38.7	55	22.7	45.8	18.86	9.76	24.5	10.98	23.8	21.8	8.25	6.62	7.68	10.45	0	9.01	11.28	5.98	0	19.94	0	0
C7orf26	16.7	13.6	48.1	15.3	17	0	26	35.7	0	6.79	4.64	7.58	15.94	14.26	6.69	17.9	5.54	8.71	11.91	17.59	20.77	20.92	17.68	16.7	19.58	11.7	14.3	3.83	6.67	5.91	7.3	6.73	9.1	5.91	41.41	107.2
C7orf31	17	18.4	5.03	0	0	0	0	0	0	19.04	0	0	0	11.7	27.2	0	19.5	26.4	10.8	0	0	0	0	3.99	0	0	0	0	0	5.2	4.15	0	0	0	0	0
C7orf43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29	0	2.89	3.1	0	0	0	0	0	0	0	0	4.04	5.33	2.5	0	55.4	34.2
C7orf49	25.58	20.87	93	40.1	282.3	29.31	47.3	55.65	0	10.66	32.55	17.26	57.14	33.34	25.08	40.42	21.44	41.83	26.78	38.4	48.97	44.83	48.81	40.73	47.94	13.45	22.9	15.07	18.06	20.6	17.03	31.46	9.72	16.55	96.1	52.7
C7orf50	29.22	17.34	34.58	0	37.5	0	19.86	0	0	8.01	7.44	3.14	11.21	2.5	12.87	1.61	25.78	27.36	33.91	27.93	63.88	28.83	6.85	40.93	46.84	16.76	11.5	2.48	5.19	4.91	4.62	3.62	24.04	14.69	105.82	131.63
C7orf61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29	0	0	0	0	0	0
C7orf65	0	0	0	0	0	17.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf69	0	0	0	0	0	6.26	0	0	0	0	0	0	12.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf73	2.11	2.4	0	0	14.3	3.7	9.96	0	0	5.45	1.97	3.86	4.23	3.36	5.21	6.97	0	2.35	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.27	0	0	13.7	15.9
C8orf31	0	0	0	0	0	0	9.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.96	7.32
C8orf33	0	0	0	0	30.14	5.25	1.83	0	0	0	0	0	0	0	4.88	0	0	0	0	0	0	0	0	0	0	1.75	0	1.32	1.46	0	1.62	0	3.39	1.91	6.73	6.39
C8orf34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2	17.7
C8orf37	20.1	12.9	50	13.3	0	10.37	40.5	0	0	12.7	0	8.51	13.7	39.8	8.47	4.02	13.6	8.39	31.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf4	0	0	0	46.2	30.6	37.1	61.3	57.7	0	14.5	0	0	49	0	32.1	37.7	26	18.8	16.4	0	0	0	0	0	17.7	22.5	25.3	0	0	0	0	0	0	0	0	0
C8orf44	36.43	9.21	0	0	0	0	0	0	0	0	0	18.5	16.35	0	38.8	0	14.02	18.73	14.4	0	5.69	15.9	0	0	13.3	0	0	0	0	0	0	0	0	0	0	0
C8orf44-SGK3	0	0	0	0	0	26.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf46	0	0	0	0	0	0	0	0	0	0	0	9.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf48	37.46	0	0	0	0	0	0	0	0	29.5	0	31.83	30.9	9.03	24.2	0	10.2	0	0	10.2	43.9	8.85	0	12.6	0	0	0	0	0	0	0	0	0	0	0	3.54
C8orf58	13.7	19.1	85.74	206	38.1	22.9	45.58	34.9	0	19.7	10.6	33.85	13.5	17.8	5.03	7.79	18.9	14.2	10.59	54.48	72.76	62.22	77.4	66.85	55.63	8.87	8.35	13.16	9.11	6.49	11.15	12.6	9.69	8.86	50.7	46.83
C8orf59	1.91	1.56	0	0	0	0	0	0	0	3	3.12	2.87	2.54	0	5.2	8.14	6.59	3.37	1.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf76	10.64	7.01	0	0	0	0	19.96	0	0	7.06	40.6	24.8	7.11	9.58	24	0	0	6.11	10.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf82	2.27	2.42	0	0	13.6	0	8.24	0	0	3.25	0	3.39	0	2.11	0	5.96	0	9.13	3.77	3.59	2.29	6.49	2.87	18	4.23	0	9.1	6.22	6.65	8.44	6.92	22.97	13.52	20.69	458	103
C8orf86	0	0	0	0	0	17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.6	0	0	0	0	0	0	0	0	0	0	0	0
C8orf88	3.86	2.64	0	0	0	0	0	0	0	5.06	28.4	4.62	14.25	2.6	11.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf116	0	0	0	0	0	0	0	0	0	3.47	0	0	0	5.16	9.08	0	0	0	2.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.3	13.4
C9orf139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8	0	15.3
C9orf142	0	0	0	0	8.17	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04	5.25	3.14	2.18	2.08	2.41	1.89	3.07	2.92	17.3	19.2
C9orf152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	27.71	22.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf16	0	0	0	0	12.3	0	10.2	0	0	0	0	3.08	0	0	0	8.73	6.59	2.22	1.8	0	0	3.68	0	1.42	1.74	3.02	23.49	1.31	3.94	4.19	6.36	2.79	5.33	7.39	81.26	90.47
C9orf163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	6.91	0	15	16	0	0	0	0	0	0	0	0	0	0	39.5	33.6
C9orf170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6	24.4	0	0	20	13.3	0	0	0	0	0	0	0	0	0	0	0
C9orf172	0	0	0	29.64	111.65	3.81	16.8	50.8	0	30.09	0	0	14.6	0	0	50.4	0	52.23	57.6	0	14.6	0	0	0	7.36	21.3	0	0	8.87	13.3	26.59	28.63	7.92	33	67.7	58.6
C9orf3	42.2	25.46	33.38	91.1	50.8	38.18	61.5	21.4	0	37.47	15.7	29.8	24.8	38	4.72	14.52	56.97	46.99	25.25	4.38	11.37	12.86	12.67	23.77	10.3	10.94	10.61	0	0	0	0	14.1	0	11	6.06	9.38
C9orf40	5.99	3.65	32.6	0	21.8	0	7.64	11.7	0	2.02	13.9	0	13.7	7.65	15.33	12.1	0	5.65	14.99	20.26	11.1	6.08	18.78	15.3	17.91	4.24	9.19	5.78	4.75	5.2	12.4	6.6	6.45	11	103	103
C9orf47	0	0	0	0	18.37	0	55.1	0	0	0	0	0	0	0	0	43.6	39	0	11.23	12.27	12.36	33.6	19.56	14.64	36.9	10.29	56.7	0	43.2	20.75	10.44	22.34	0	0	257.6	561
C9orf50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.7	12.2
C9orf64	13.13	9.4	0	11.9	0	5	9.16	0	0	6.5	11	5.92	8.84	13.73	9.68	0	10.2	8.05	7.56	0	0	0	0	0	0	4.81	3.28	0	0	0	9.95	0	0	0	0	0
C9orf66	8.34	0	0	0	0	6.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.7	31.7
C9orf69	31.1	23.86	147.6	68.66	232.65	14.7	75.92	110.7	0	11.6	15.5	24.81	27.22	39.99	14.39	56.5	79.06	43.63	33.51	84.71	74.68	68.52	83.99	89.8	54.8	36.78	58.83	24.52	14.34	10.06	25.56	26.43	16.22	22.91	191.52	135.16
C9orf72	7.03	2.89	0	0	0	0	0	0	0	0	0	6.1	0	0	12.75	0	0	9.71	13.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf78	15.88	10.51	17.08	0	25.03	13.8	7.75	8.1	0	8.72	23.6	16.89	10.54	13.91	17.46	12.58	18.68	11.74	9.2	11.5	18.35	6.39	8.07	7.84	12.4	14.27	8.89	7.66	8.4	10.36	7.24	8.15	6.7	4.66	0	0
C9orf85	2.82	0	0	0	0	0	0	0	0	0	0	17.76	11.9	0	15.7	3.48	21.2	7.98	4.75	3.65	2.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	9.73	0	12	0	0	0	0	0	0	0	0	0	0	0	0
CA11	6.88	10.2	0	0	0	0	0	0	0	5.01	7.86	12.2	0	7.08	8.01	22.8	45	36.8	18	24.7	33.6	31.7	29.2	45.3	87.6	3	0	2.71	22.4	6.72	4.78	3.74	20.96	12.26	47.75	20.24
CA12	42.36	37.36	16.7	10.5	0	0	17.2	0	0	0	0	24.8	52.31	29.84	5.45	27.34	29.68	21.63	16.1	40.7	28.89	16.22	20.24	27.33	13.3	14.07	16.01	0	0	0	0	0	0	0	106.43	113.27
CA13	0	0	0	0	0	5.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6
CA14	0	0	0	0	0	0	0	0	0	0	4.9	0	0	21.1	6.5	0	0	0	0	0	0	0	4.75	4.22	0	0	0	0	0	0	0	0	0	0	0	0
CA2	2.54	0	0	0	0	0	0	0	0	0	0	3.7	0	0	0	0	0	0	6.29	0	0	0	0	0	0	0	12.7	0	0	0	0	0	0	4.4	12.2	3.05
CA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.03	17.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3	0	0	0	0	0	4.23	0	8.21	2.31	0	0	0	0	0	0	0	0	0	0	0	0
CA5B	17.9	17.7	0	28.9	0	16.85	7.19	0	0	28.9	9.86	11.8	9.72	12.2	14.53	0	11	22.21	16.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA5BP1	2.69	2.82	8.49	0	26.6	0	3.05	0	0	4.51	0	0	12.8	2.84	0	0	0	25.7	0	3.53	6.21	8.55	3.12	5.36	7.12	2.81	1.99	0	3.24	3.31	3.26	3.17	3.78	3.74	11	12.1
CA6	0	0	0	0	0	0	0	0	0	0	0	5.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.1	0	13.3	0	2.99	0	0	0	0	0	0	0	0	0	0	22.3	23.2
CA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.54	9.63	0	0	0	0	0	0	0	0	0	0	0	4.03	3.72	2.11	2.55	0	0	8.19	7.57
CA9	0	0	0	3.6	10.2	0	21.4	0	0	0	0	0	0	0	0	0	11.26	0	0	0	0	0	0	0	0	0	0	0	5.34	8.25	18.8	6.8	0	0	0	0
CAAP1	11.85	10.86	8.13	7.59	10.2	0	17.61	6.43	0	4.66	12.31	13.83	20.8	15.13	13.72	11.79	12.31	10.97	7.75	19.36	15.96	12.09	17.11	14.97	11.5	6.53	17.08	5.06	8.65	12.11	11.17	15.44	8.98	15.84	50	34.4
CAB39	1.89	0	24.31	0	19.73	0	5.36	0	0	0	0	9.86	9.59	15.91	6.35	8.17	16	10.76	7.39	22.39	48.53	27.81	58.59	44.9	30.86	13.1	42.4	4.27	19.23	16.26	15.71	15.15	16.74	22.03	411.48	127.09
CAB39L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABIN1	12.67	14.65	96.75	20.7	39.5	0	20.61	131.1	0	16.57	20.38	12.64	16.52	26.03	15.91	10.1	21.69	33.99	37.13	32.51	29.94	35.13	43.24	32.98	25.44	33.13	40.5	9.19	20.07	13.73	12.5	15.92	16.14	15.23	141.79	97.45
CABLES1	19.9	13.4	45.1	69.6	198.85	10.7	42.13	52.2	0	10.1	18	91.8	28.7	14.7	0	4.86	3.23	91.6	8.82	32.5	68.8	45.1	39.7	55.41	42.8	3.76	5.98	8.28	4.53	14.99	3.1	4.7	4	2.75	218.78	173
CABLES2	14.44	8.54	35	11.2	6.47	0	12.71	0	0	8.77	13	0	36.22	27.16	17.5	24.62	45.47	25.41	37.15	10.7	9.6	14.64	7.81	11.04	9.04	4.39	0	0	5.52	5.18	6.27	8.28	4.88	0	27.3	14
CABP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.7	22.8	0	0	18	30.2	0	0	0	0	0	0	0	0	0	0	12.2
CABP4	0	0	0	0	0	30.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	2.26	2.69
CABYR	5.51	3.63	0	0	0	0	0	0	0	23.37	0	39.07	20.3	55.35	10.3	4.4	15.27	11.33	18.06	8.28	6.1	0	0	15.58	0	3.17	0	6.99	0	0	0	0	0	0	0	0
CACFD1	4.82	9.02	39.7	0	10.9	0	24.68	0	0	0	9.71	10.4	13.7	12.62	0	15.3	5.74	10.4	23.13	26.8	29.8	18.12	19.1	25.45	12.9	0	3.3	0	4.8	3.85	5.33	3.92	3.66	22	29.28	25.3
CACHD1	42.8	31.6	130.2	0	0	0	58.72	0	0	13.42	34.8	20.5	0	21.4	16.72	0	28.8	62.4	55.34	30.4	24.8	17.32	18.72	22.33	25.4	0	0	0	12.34	27.6	0	0	0	0	23.74	54.18
CACNA1A	0	0	0	0	0	0	0	0	4.49	0	0	0	0	36.1	31.46	0	0	0	0	50.4	110.2	81.4	116.01	90.87	109.9	0	0	0	0	0	0	0	6.71	18.6	0	0
CACNA1B	0	0	0	0	0	0	0	0	0	0	0	0	0	15.71	14.73	0	0	0	0	58.09	36.25	43.28	19.5	31.54	60	0	0	0	0	0	0	0	0	0	93.6	69.6
CACNA1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.87	0	0	0	0	65.7	34.9	47.5	37.9	52	126.7	0	0	0	0	0	0	0	5.15	4.01	87.28	63.5
CACNA1C-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5	0	0	0	0	33.1	27.24	14.2	9.58	49.3	143	0	0	0	11.6	0	0	0	12.49	10.94	16.6	6.41
CACNA1D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.1	14.6	10.8	0	20.5	17.3	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.3	46.1	0	24.6	55.92	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	15.42	67.27	57.58	68.61	62.18	49.73	60.46	29.75	78.27	34.21	66.72	0	5.4	11.9	9.95	0	0	0	105.24	147.03
CACNA1H	45	19.91	248	0	0	0	6.94	0	0	0	19.67	0	0	21.83	14.28	30.39	16.91	67.13	35.83	79.84	114.72	83.54	98.56	103.03	113.13	94.46	195	0	24.09	26.88	21.62	33.01	9.75	13.74	339.1	859.9
CACNA1I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.12	53.1	0	7.32	54.22	0	0	0	33.92	38.5	34.46	43.64	0	26.07	13	0
CACNA2D1	4.27	0	0	0	0	0	0	0	0	0	0	2.26	7.01	4.65	0	0	0	2.62	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.3	186
CACNA2D2	0	0	0	0	0	0	0	0	0	0	0	0	0	5.66	0	0	0	0	0	3.03	3.42	4.5	2.85	2.7	0	0	0	0	0	3.44	0	3.01	0	2.5	0	0
CACNA2D3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA2D4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.91	12.97	8.28	6.46	7.63	9.49	0	0
CACNB1	12.5	15.1	41.7	9.85	21.1	0	13.1	19.9	0	15.6	14.5	11.8	24.7	37	4.84	0	0	13.2	10.8	34.5	46.2	33.8	37.8	46.3	32	4.58	14	0	6.99	6.32	11.26	13.76	7.27	18.53	42.6	44.7
CACNB2	6.65	0	0	0	0	4.23	0	0	24.2	12.7	0	0	0	0	0	0	0	0	0	3.41	5.35	6.72	13.7	10.6	5.4	0	0	0	0	0	0	0	0	0	5.3	13.57
CACNB3	10.4	7.12	41.2	26.8	25.9	0	10.93	24.4	0	25.3	0	6.04	5.83	13.55	9.01	7.76	15.02	25.84	8.69	16.8	24.33	14.5	15.99	17.18	14.85	17.72	26.26	0	7.61	4.49	8.4	7.17	3.25	4.35	10.77	20.8
CACNB4	3.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.91	10.2
CACNG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG4	0	0	0	0	6.81	0	0	0	0	0	0	0	0	0	20.8	28.43	34.92	33.76	40.99	42.56	55.94	36.3	61.08	44.9	23.94	8.45	14.3	0	0	0	0	0	0	0	0	0
CACNG6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44	0	0	3.74	0	3.41	0	0	4.44	0	0	0	0	0	0	0	0	0	0	4.83	0
CACNG7	0	0	0	0	0	0	0	0	0	0	5.8	0	0	10.24	0	0	13.6	0	20.99	6.9	6.04	6.4	9.15	8.1	4.1	0	2.99	0	0	0	0	0	0	0	0	0
CACNG8	8.08	13.8	0	0	0	29.93	4.66	0	0	34.73	15.4	0	0	52.12	0	0	45.8	9.71	11.68	44.66	20.71	0	10.1	16.95	0	0	0	0	0	0	0	0	0	0	46.8	39.67
CACTIN	12.43	11.6	62.7	34.7	155.6	7.77	32.99	63.9	0	21.19	27.99	29.98	11.6	19.93	8.48	17.51	25.4	36.64	35.57	59.89	59.66	43.39	45.13	38.41	48.41	32.47	62.69	24.8	19.52	20.95	28.97	23.04	35.27	30.08	825	436
CACTIN-AS1	13.3	29.4	17.4	8.32	36.1	0	14.65	0	0	2.11	0	0	0	0	0	0	0	5.09	4.04	23.4	15.8	26.2	15	26.9	15.8	6.25	6.98	3.14	12.29	10.09	15.35	8.14	6.77	9.98	489.62	147
CACUL1	24.14	23.98	24.4	17	32.66	6.37	25.62	12.2	0	11.39	8.91	62.32	16.46	35.53	16.8	32.99	15.47	18.78	25.97	17.37	30.38	12.91	28.5	20.73	23.34	3.43	11.31	12.47	23.22	16.08	14.89	17.69	9.44	25.37	72.2	118
CACYBP	2.93	2.78	0	0	12.42	10.26	3.9	0	0	5.84	7.97	5.71	6.27	5.89	9.12	3.55	0	8.62	2.58	0	0	0	0	0	0	1.47	9.89	4.81	1.32	1.4	0	1.5	0	0	0	15.3
CAD	0	0	0	12.6	112.89	0	6.8	0	0	0	0	0	0	0	0	0	0	2.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.75	2.37	1.89	2.72
CADM1	1.46	0	0	0	0	0	0	0	0	0	0	0	0	8.67	3.35	74.9	27.54	6.13	18.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.3	13.2
CADM2	11.2	0	11.3	0	0	0	0	0	0	0	0	0	0	14.22	0	0	0	0	0	5.93	10.5	9.07	6.5	13.7	12.1	0	0	0	0	0	0	0	0	0	15.32	14.91
CADM2-AS2	0	0	0	0	0	4.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CADM3	0	0	0	0	0	0	0	0	4.73	0	0	0	0	34.8	0	0	0	0	0	23.04	26.72	27.4	30.82	27.11	26.21	0	0	0	0	0	0	0	0	0	0	0
CADM3-AS1	0	0	0	0	0	0	0	0	5.24	0	0	0	0	30.73	0	0	0	0	0	20.9	21.8	30.1	27.6	22.8	23.3	0	0	0	0	0	0	0	0	0	0	0
CADM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	3.1	0	1.6	0	0	1.55	0	2.63	8.95	0	0	0	0	0	0	0	13.7	16.75
CADPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37	0	0	0	0	6.13	4.14	13.3	17.8	6.39	9.57	0	0	0	0	0	0	0	0	0	0	0
CADPS2	10.51	8.78	0	0	0	0	0	0	5.01	6.65	3.21	6.29	6.63	28	0	0	0	0	0	2.27	2.69	0	3.42	3.33	0	0	0	0	0	0	0	0	0	0	67.1	79.96
CAHM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.7	16.5
CALB1	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3	0	0	0	0	0	0	4.06	28.3	15	12.6	16.2	0	0	0	0	0	0	0	0	0	0	0
CALB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.6	6.8	0	0	0	0	0	0	0	0	0	6.6	0	0	0	0	14.1	0	0	10.1	0
CALCB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.15	5.69
CALCOCO1	6.37	3.56	0	0	0	0	3.68	0	0	6.67	0	15.65	13.68	0	9.07	3.06	0	9.54	7.98	0	0	0	0	0	0	0	0	0	2.8	2.82	2.92	2.37	9.46	5.85	4.99	8.51
CALCOCO2	1.64	1.49	0	0	0	6.59	0	0	0	6.02	4.42	8.88	7.8	0	8.59	10.39	4.41	3.47	0	0	0	0	0	0	0	0	0	2.92	3	3.11	2.45	3.01	2.58	2.84	0	0
CALCR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.1	13.8	6.4	13.7	21.3	22.5	0	0	0	0	0	0	0	0	0	0	0
CALCRL	6.84	0	0	0	0	0	0	0	0	0	0	26.3	0	8.73	11.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALD1	26.99	11.78	3.27	0	75.37	2.4	2.99	0	0	37.86	34	60.66	67.14	32.55	41.27	39.62	44.83	48.35	16.25	21.99	33.86	28.64	17.34	20.24	32.21	9.34	12.85	2.3	0	0	0	0	0	0	53.25	51.96
CALHM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6	17.9	0	0	22.6	0	0	0	0	0	0	0	0	0	0	0	0
CALHM2	0	0	0	0	0	0	20.1	0	0	0	0	0	27.4	14.5	0	0	11	11.8	0	29.93	14.12	7.43	25.32	17.77	15.5	0	0	0	0	0	0	0	14.45	19.83	0	11.6
CALM1	2.71	2.93	0	17.69	13.5	29.8	75.23	0	0	2.33	8.82	1.89	2.92	2.02	4.35	7.71	4.92	5.64	4.75	0	0	2.6	0	1.91	0	4.37	9.74	5.56	0	1.45	1.33	0	0	3.16	23.9	34.6
CALM2	5.68	3.47	0	4.74	0	6.23	102	0	0	5.62	9.68	10.9	6.37	8.13	2.15	31.1	23.4	10	6.1	21.9	8.13	38.9	10.9	8.82	36.8	7.52	7.77	9.15	5.2	4.94	5.23	5.49	2.84	5.5	5.71	2.58
CALM3	9.66	8.32	40.5	8.52	118.43	3.76	18.02	23.3	3.96	7	10.79	9.59	6.72	12.04	4.61	15.35	9.46	12.6	12.99	20.9	22.3	18.59	21.6	23.7	32.7	20.05	25.15	6.36	11.32	8.38	15.84	12.46	8.4	13.63	35.14	48.15
CALML4	21.24	22.56	49.3	7.94	32.7	11.7	27.5	49.6	0	28.3	27.55	10.7	0	80.12	11.5	0	30.17	20.51	62.52	55.01	79.54	72.86	60.16	78.6	21.19	8.12	8.01	2.93	20.56	21.25	19.52	15.51	11	13.71	5.71	6.61
CALML6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
CALN1	0	0	0	0	0	0	0	0	35.3	0	23.06	0	0	121.67	74.46	0	0	0	0	101.2	57.54	43.35	42.68	71.69	118.21	0	0	0	0	0	0	0	0	0	0	0
CALR	7.89	7.02	7.48	14.2	166	4.73	29.95	30	0	7.8	6.52	10.3	11	11.3	12.45	9.98	11.56	10.6	9.01	14.13	15.33	11.4	21.48	21.71	18.25	11.49	12.23	12.32	7.24	7.09	7.19	6.54	6.97	7.55	11.76	12.45
CALR3	3.29	4.28	0	0	14.6	0	17.5	14.9	0	6.43	4.93	9.25	0	15.7	5.19	3.6	0	11.8	8.69	0	0	0	12.3	12	0	5.78	6.95	3.5	3	3.67	2.53	2.06	0	0	0	0
CALU	28.2	25.89	15.23	66.8	10.47	21.45	33.82	13.1	0	25.82	22.44	22.58	30.31	27.19	16.9	5.24	3.27	6.64	17.73	3.58	6.5	2.32	4.89	11.64	1.55	2.77	2.92	9.02	6.29	21.22	8.42	7.32	4.1	7.3	0	1.45
CALY	4.11	0	9.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.03	9.75	0	0	12	0	0	0	0	12.3	0	0	0	0	0	31.7	25
CAMK1	0	0	0	0	0	0	22.1	0	0	3.24	0	0	0	0	0	0	10.2	11.8	0	0	0	0	0	0	0	0	0	0	0	0	0	5.48	6.61	4.76	109.01	123.8
CAMK1D	17.6	8.9	0	16.3	9.53	3.51	26.9	0	0	8.67	26.1	0	42.4	25.8	0	3.87	8.42	64.76	21.8	14.6	8.89	5.62	10.12	14.89	10.7	0	13.1	0	5.65	0	0	0	2.79	2.94	24.76	35.83
CAMK2A	0	0	0	0	0	0	0	0	13.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK2B	16.94	0	0	0	0	0	0	0	4.6	0	0	0	0	0	9.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.76	15.9
