	batch1_group1	batch1_group2	batch1_group3	batch2_group1	batch2_group2	batch2_group3	batch3_group1	batch3_group2	batch3_group3
C19orf71	0	0	0	0	23.1	0	0	0	0
C19orf73	12.6	32.5	19.6	0	0	0	0	0	0
C19orf81	2.74	0	18.5	0	0	0	0	0	0
C19orf84	0	0	0	0	0	0	0	0	0
C1D	0	0	0	0	0	0	0	0	0
C1GALT1	39.2	33.3	6.27	13.4	0	7.34	62.4	14.2	0
C1GALT1C1	27.52	23.9	10.41	281	27.2	40.86	60.6	96.3	0
C1GALT1C1L	29.7	12.5	0	0	0	0	14.31	0	0
C1orf101	31.28	15.14	0	0	0	0	0	0	0
C1orf106	0	0	0	0	0	15.5	0	0	0
C1orf109	9.99	4.47	3.07	0	16.34	0	4.11	0	0
C1orf112	0	0	0	0	0	0	0	0	0
C1orf115	35	25.77	66.4	0	0	0	8.77	0	0
C1orf116	0	0	0	133.1	39.5	6.05	34.4	16	0
C1orf122	0	0	0	0	11.6	0	6.74	0	0
C1orf123	8.28	6.65	0	26.8	0	0	24.69	8.92	0
C1orf127	0	0	0	0	0	0	0	0	0
C1orf131	10.81	13.35	0	0	0	0	17	0	0
C1orf132	0	0	0	0	0	0	0	0	0
C1orf140	0	0	0	0	0	7.13	0	0	0
C1orf145	10.9	0	27	0	0	0	17.15	0	0
C1orf159	8.08	9	32.8	7.36	67.4	15.1	26.2	34	0
C1orf162	0	0	0	0	0	0	0	0	0
C1orf167	0	0	8.58	0	10.2	0	0	0	0
C1orf174	13.89	15.66	28.8	0	9.87	7.77	6.93	6.96	0
C1orf186	0	0	0	0	0	0	0	0	0
C1orf198	7.86	0	4.7	0	0	0	11.11	13.1	0
C1orf204	0	0	0	0	0	0	0	0	0
C1orf21	8.54	3.23	0	0	0	0	0	0	0
C1orf210	0	0	0	0	0	6.19	0	0	0
C1orf216	46.23	41.1	174.16	98.3	68.8	18.79	35.06	26	0
C1orf220	26.5	13.4	12.6	0	0	4.07	0	0	0
C1orf226	39.9	27.8	30.98	14.6	14.3	0	26.86	0	0
C1orf228	0	0	0	0	0	0	0	0	0
C1orf229	0	0	0	0	0	0	0	0	0
C1orf27	13.36	11.53	0	0	0	0	0	0	0
C1orf35	3.79	2.35	3.4	14.6	76.9	0	11.5	18.6	0
C1orf43	7.93	6.8	0	13.3	37.41	0	20.3	30.6	0
C1orf50	8.98	6.38	3.57	16.8	11.6	0	15.3	23.4	0
C1orf52	5.06	4.86	0	0	0	13.4	0	0	0
C1orf53	0	0	0	0	0	0	0	0	0
C1orf56	0	0	0	0	0	0	8.43	0	0
C1orf61	18.5	0	0	0	0	0	0	0	0
C1orf74	51.8	33.1	130.4	96.1	20.05	39.8	165	23.6	0
C1orf94	0	0	0	0	0	0	0	0	0
C1QA	0	0	0	0	0	0	0	0	0
C1QBP	0	0	0	0	80.3	0	2.12	0	0
C1QC	0	0	0	0	0	0	0	0	0
C1QL1	0	0	0	0	0	0	0	0	0
C1QL2	0	0	0	0	0	0	0	0	0
C1QL3	0	0	0	0	0	0	0	0	0
C1QL4	29.3	32.9	54.4	0	0	0	0	0	0
C1QTNF1	0	0	0	0	0	0	8.96	11.7	0
C1QTNF2	0	0	0	0	0	2.89	0	0	0
C1QTNF3	0	0	0	0	0	4.21	0	0	0
C1QTNF3-AMACR	0	0	0	0	0	0	0	0	0
C1QTNF4	0	0	0	0	0	0	0	0	0
C1QTNF5	0	0	0	0	0	0	0	0	0
C1QTNF6	36.1	21.4	54	28.64	106.59	13.22	43.68	125.7	0
C1QTNF9	0	0	0	0	0	49.2	0	0	0
C1QTNF9B	0	0	0	0	0	0	0	0	0
C1R	19.9	5.12	40.7	10.9	36.1	5.55	17.3	61.9	0
C1RL	10.7	0	0	40.1	18.4	57.9	39.04	44.2	0
C1RL-AS1	0	0	0	0	0	22.1	27.52	0	0
C1S	19.8	0	0	15.6	12.3	17.94	28.83	13.9	0
C2	0	0	0	0	0	0	0	0	0
C20orf166-AS1	0	0	0	0	0	0	0	0	0
C20orf194	16.7	4.53	0	0	0	0	0	0	0
C20orf196	17.2	8.91	0	0	0	0	0	0	0
C20orf197	0	0	0	0	0	0	0	0	0
C20orf203	0	0	0	0	0	4.86	0	0	0
C20orf24	0	0	0	36.2	88.5	0	6.98	0	0
C20orf27	0	0	0	0	21.77	0	0	0	0
C20orf96	0	0	0	0	0	0	0	0	0
C21orf2	42.35	35.39	94.53	37.1	40.13	0	30.1	0	0
C21orf33	8.55	8.63	9.01	22.7	34.39	4.75	17.4	78.9	0
C21orf58	53.32	54.18	234	186.9	555.98	34.33	110.75	121.5	0
C21orf59	2.16	2.21	0	0	24.5	0	23	0	0
C21orf62	0	0	0	0	0	4.46	0	0	0
C21orf62-AS1	4.82	0	0	0	0	0	0	0	0
C21orf91	8.29	5.59	0	0	0	0	0	0	0
C22orf15	0	0	0	0	0	0	0	0	0
C22orf29	45.41	29.37	158.6	217.1	335.22	94.58	77.34	161.4	0
C22orf34	0	0	0	0	0	0	0	0	0
C22orf39	25.88	17.04	17.4	11.9	12.3	11.2	23.92	13.6	0
C22orf46	81.06	42.51	115.3	46.35	33.4	14.4	46.64	46.1	0
C2CD2	0	0	0	22.47	36.85	17.3	21.21	11.5	0
C2CD2L	3.8	0	0	0	0	0	5.86	0	0
C2CD3	31.2	18.79	24.74	0	12.9	0	12.32	0	0
C2CD4A	0	0	26	0	0	13.73	0	0	0
C2CD4B	0	0	0	0	0	0	0	0	0
C2CD4C	0	0	0	0	0	0	0	0	0
C2CD4D	0	0	0	0	0	0	0	0	0
C2CD5	0	0	0	0	0	0	0	0	0
C2orf15	17.4	17.9	19.9	0	0	13.4	11.6	0	0
C2orf16	27.5	14.2	35.8	0	0	0	0	0	0
C2orf27A	2.31	0	0	0	0	0	0	0	0
C2orf40	0	0	0	0	0	0	0	0	0
C2orf42	7.66	8.51	39.9	17.7	13.6	11.2	9.97	0	0
C2orf47	6.11	4.81	0	0	17	0	5.44	0	0
C2orf48	38.8	10.2	9.56	0	0	0	9.95	0	0
C2orf49	8.36	6.08	0	0	0	0	3.14	0	0
C2orf50	0	0	0	0	0	0	0	0	0
C2orf54	0	0	0	0	0	13.8	0	0	0
C2orf61	6.65	3.15	0	0	0	0	100	0	0
C2orf68	17.19	21.16	0	0	11.6	0	15.57	0	0
C2orf69	14.5	11.5	14.5	24.8	0	0	17.5	11.9	0
C2orf72	21.11	5.94	0	0	0	0	0	0	0
C2orf74	7.71	7.69	3.8	0	0	0	0	0	0
C2orf76	0	0	0	0	0	0	0	0	0
C2orf81	12.3	0	12.8	0	0	0	5.67	0	0
C2orf82	0	0	0	0	0	0	0	0	0
C2orf83	0	0	0	0	0	10.4	0	0	0
C2orf88	0	0	0	0	0	0	0	0	0
C2orf91	0	0	0	0	0	13.7	0	0	0
C3	0	0	0	0	0	0	2.21	0	0
C3AR1	0	0	0	0	0	0	0	0	0
C3orf18	9.54	7.82	25.5	0	0	0	19.6	0	0
C3orf33	15.8	8.07	2.54	0	0	3.72	0	0	0
C3orf35	8.34	0	0	0	0	0	0	0	0
C3orf38	18.1	17.2	32.2	71	47	65.6	49.9	28.5	0
C3orf52	0	0	0	0	0	0	0	0	0
C3orf58	23.94	12.1	19.18	34.7	55.2	0	22.75	0	6.22
C3orf62	43.58	20.34	24.1	0	8.17	10.32	22.38	0	0
C3orf67	10.9	3.61	0	0	0	0	0	0	0
C3orf70	19	25.3	5.39	0	0	17.06	0	0	0
C3orf80	22.69	11.4	60.3	0	9.53	0	69	0	0
C4BPA	0	0	0	0	0	0	0	0	0
C4BPB	0	0	0	6.98	19.54	0	3.57	0	0
C4orf19	0	0	0	0	0	3.76	0	0	0
C4orf26	0	0	0	0	0	23.8	0	0	0
C4orf3	3.41	1.92	0	0	14.3	0	7.08	0	0
C4orf32	12.01	8.67	4.99	9.51	0	0	5.42	0	0
C4orf33	3.89	2.51	0	0	0	0	0	0	0
C4orf46	14.12	5.22	0	40.1	9.53	0	20.08	15.5	0
C4orf48	0	0	0	0	9.53	0	0	0	0
C5	0	0	0	0	0	0	0	0	0
C5AR1	0	0	0	0	0	0	7.75	0	0
C5AR2	0	0	0	0	0	0	0	0	0
C5orf15	12.2	13.8	21.7	50.4	44.3	60.9	33.9	71.1	15.9
C5orf22	14.1	19.6	72.3	74.2	12.9	16.2	20.6	15.7	0
C5orf24	31.47	20.31	35.1	42.79	49.4	10.82	47.93	35.47	0
C5orf30	30.1	28.6	17.19	80.2	91.9	27.09	75	89.4	0
C5orf34	19.6	20.1	17.7	39.1	0	0	9.26	12	0
C5orf42	42.55	39.08	6.44	56.46	0	18.4	28.87	23.93	0
C5orf45	24.8	17.03	58.5	0	9.88	0	20.43	0	0
C5orf49	0	0	0	0	0	0	0	0	0
C5orf51	20	7.81	3.35	26.8	0	0	5.04	6.99	0
C5orf56	0	0	0	0	0	0	0	0	0
C5orf60	0	0	0	0	0	3.83	0	0	0
C5orf63	11.45	0	0	0	0	0	0	0	0
C5orf66	11.6	3.26	7.52	0	24.55	0	17.15	0	0
C6orf1	0	0	0	0	0	0	0	0	0
C6orf106	11.8	7.72	16.07	17	61.9	5.88	16.01	8.48	0
C6orf118	0	0	0	0	0	0	0	0	0
C6orf120	33.06	27.74	42.99	50	46.3	0	64.25	0	0
C6orf132	0	0	0	0	0	4.75	21.58	0	0
C6orf136	0	0	0	0	0	0	0	0	0
C6orf141	37.52	0	20.6	0	0	0	0	0	0
C6orf163	9.9	0	0	0	0	0	0	0	0
C6orf203	9.37	7.03	4.33	0	0	0	52.4	0	0
C6orf223	0	0	0	5.66	17.01	0	12	18.1	0
C6orf226	0	0	0	0	0	0	0	0	0
C6orf47	17.6	14.2	65	51.6	98.4	36.6	26.07	77.2	0
C6orf48	0	0	0	0	11.9	0	0	0	0
C6orf62	9.28	5.18	0	17.9	5.9	12.5	20.1	10.2	0
C6orf89	31.48	19.86	50.1	32.4	70.1	29.4	49.1	65.1	0
C6orf99	0	0	0	0	0	4.32	0	0	0
C7	0	0	0	0	0	17.7	0	0	0
C7orf13	17.72	0	0	0	0	0	0	0	0
C7orf25	24.1	25.4	29.2	0	0	0	9.15	0	0
C7orf26	16.7	13.6	48.1	15.3	17	0	26	35.7	0
C7orf31	17	18.4	5.03	0	0	0	0	0	0
C7orf43	0	0	0	0	0	0	0	0	0
C7orf49	25.58	20.87	93	40.1	282.3	29.31	47.3	55.65	0
C7orf50	29.22	17.34	34.58	0	37.5	0	19.86	0	0
C7orf61	0	0	0	0	0	0	0	0	0
C7orf65	0	0	0	0	0	17.7	0	0	0
C7orf69	0	0	0	0	0	6.26	0	0	0
C7orf73	2.11	2.4	0	0	14.3	3.7	9.96	0	0
C8G	0	0	0	0	0	0	0	0	0
C8orf31	0	0	0	0	0	0	9.49	0	0
C8orf33	0	0	0	0	30.14	5.25	1.83	0	0
C8orf34	0	0	0	0	0	0	0	0	0
C8orf37	20.1	12.9	50	13.3	0	10.37	40.5	0	0
C8orf4	0	0	0	46.2	30.6	37.1	61.3	57.7	0
C8orf44	36.43	9.21	0	0	0	0	0	0	0
C8orf44-SGK3	0	0	0	0	0	26.4	0	0	0
C8orf46	0	0	0	0	0	0	0	0	0
C8orf48	37.46	0	0	0	0	0	0	0	0
C8orf58	13.7	19.1	85.74	206	38.1	22.9	45.58	34.9	0
C8orf59	1.91	1.56	0	0	0	0	0	0	0
C8orf76	10.64	7.01	0	0	0	0	19.96	0	0
C8orf82	2.27	2.42	0	0	13.6	0	8.24	0	0
C8orf86	0	0	0	0	0	17.3	0	0	0
C8orf88	3.86	2.64	0	0	0	0	0	0	0
C9orf116	0	0	0	0	0	0	0	0	0
C9orf139	0	0	0	0	0	0	0	0	0
C9orf142	0	0	0	0	8.17	0	0	0	0
C9orf152	0	0	0	0	0	0	0	0	0
C9orf16	0	0	0	0	12.3	0	10.2	0	0
C9orf163	0	0	0	0	0	0	0	0	0
C9orf170	0	0	0	0	0	0	0	0	0
C9orf172	0	0	0	29.64	111.65	3.81	16.8	50.8	0
C9orf3	42.2	25.46	33.38	91.1	50.8	38.18	61.5	21.4	0
C9orf40	5.99	3.65	32.6	0	21.8	0	7.64	11.7	0
C9orf47	0	0	0	0	18.37	0	55.1	0	0
C9orf50	0	0	0	0	0	0	0	0	0
C9orf64	13.13	9.4	0	11.9	0	5	9.16	0	0
C9orf66	8.34	0	0	0	0	6.05	0	0	0
C9orf69	31.1	23.86	147.6	68.66	232.65	14.7	75.92	110.7	0
C9orf72	7.03	2.89	0	0	0	0	0	0	0
C9orf78	15.88	10.51	17.08	0	25.03	13.8	7.75	8.1	0
C9orf85	2.82	0	0	0	0	0	0	0	0
CA10	0	0	0	0	0	0	0	0	0
CA11	6.88	10.2	0	0	0	0	0	0	0
CA12	42.36	37.36	16.7	10.5	0	0	17.2	0	0
CA13	0	0	0	0	0	5.04	0	0	0
CA14	0	0	0	0	0	0	0	0	0
CA2	2.54	0	0	0	0	0	0	0	0
CA3	0	0	0	0	0	0	0	0	0
CA4	0	0	0	0	0	0	0	0	0
CA5B	17.9	17.7	0	28.9	0	16.85	7.19	0	0
CA5BP1	2.69	2.82	8.49	0	26.6	0	3.05	0	0
CA6	0	0	0	0	0	0	0	0	0
CA7	0	0	0	0	0	0	0	0	0
CA8	0	0	0	0	0	0	0	0	0
CA9	0	0	0	3.6	10.2	0	21.4	0	0
CAAP1	11.85	10.86	8.13	7.59	10.2	0	17.61	6.43	0
CAB39	1.89	0	24.31	0	19.73	0	5.36	0	0
CAB39L	0	0	0	0	0	0	0	0	0
CABIN1	12.67	14.65	96.75	20.7	39.5	0	20.61	131.1	0
CABLES1	19.9	13.4	45.1	69.6	198.85	10.7	42.13	52.2	0
CABLES2	14.44	8.54	35	11.2	6.47	0	12.71	0	0
CABP1	0	0	0	0	0	0	0	0	0
CABP4	0	0	0	0	0	30.93	0	0	0
CABP7	0	0	0	0	0	0	0	0	0
CABYR	5.51	3.63	0	0	0	0	0	0	0
CACFD1	4.82	9.02	39.7	0	10.9	0	24.68	0	0
CACHD1	42.8	31.6	130.2	0	0	0	58.72	0	0
CACNA1A	0	0	0	0	0	0	0	0	4.49
CACNA1B	0	0	0	0	0	0	0	0	0
CACNA1C	0	0	0	0	0	0	0	0	0
CACNA1C-AS1	0	0	0	0	0	0	0	0	0
CACNA1D	0	0	0	0	0	0	0	0	0
CACNA1E	0	0	0	0	0	0	0	0	0
CACNA1F	0	0	0	0	0	0	0	0	0
CACNA1G	0	0	0	0	0	0	0	0	0
CACNA1H	45	19.91	248	0	0	0	6.94	0	0
CACNA1I	0	0	0	0	0	0	0	0	0
CACNA2D1	4.27	0	0	0	0	0	0	0	0
CACNA2D2	0	0	0	0	0	0	0	0	0
CACNA2D3	10	0	0	0	0	0	0	0	0
CACNA2D4	0	0	0	0	0	0	0	0	0
CACNB1	12.5	15.1	41.7	9.85	21.1	0	13.1	19.9	0
CACNB2	6.65	0	0	0	0	4.23	0	0	24.2
CACNB3	10.4	7.12	41.2	26.8	25.9	0	10.93	24.4	0
CACNB4	3.32	0	0	0	0	0	0	0	0
CACNG2	0	0	0	0	0	0	0	0	0
CACNG4	0	0	0	0	6.81	0	0	0	0
CACNG6	0	0	0	0	0	0	0	0	0
CACNG7	0	0	0	0	0	0	0	0	0
CACNG8	8.08	13.8	0	0	0	29.93	4.66	0	0
CACTIN	12.43	11.6	62.7	34.7	155.6	7.77	32.99	63.9	0
CACTIN-AS1	13.3	29.4	17.4	8.32	36.1	0	14.65	0	0
CACUL1	24.14	23.98	24.4	17	32.66	6.37	25.62	12.2	0
CACYBP	2.93	2.78	0	0	12.42	10.26	3.9	0	0
CAD	0	0	0	12.6	112.89	0	6.8	0	0
CADM1	1.46	0	0	0	0	0	0	0	0
CADM2	11.2	0	11.3	0	0	0	0	0	0
CADM2-AS2	0	0	0	0	0	4.41	0	0	0
CADM3	0	0	0	0	0	0	0	0	4.73
CADM3-AS1	0	0	0	0	0	0	0	0	5.24
CADM4	0	0	0	0	0	0	0	0	0
CADPS	0	0	0	0	0	0	0	0	0
CADPS2	10.51	8.78	0	0	0	0	0	0	5.01
CAHM	0	0	0	0	0	0	0	0	0
CALB1	0	0	0	0	0	0	0	0	0
CALB2	0	0	0	0	0	0	0	0	0
CALCB	0	0	0	0	0	0	0	0	0
CALCOCO1	6.37	3.56	0	0	0	0	3.68	0	0
CALCOCO2	1.64	1.49	0	0	0	6.59	0	0	0
CALCR	0	0	0	0	0	0	0	0	0
CALCRL	6.84	0	0	0	0	0	0	0	0
CALD1	26.99	11.78	3.27	0	75.37	2.4	2.99	0	0
CALHM1	0	0	0	0	0	0	0	0	0
CALHM2	0	0	0	0	0	0	20.1	0	0
CALM1	2.71	2.93	0	17.69	13.5	29.8	75.23	0	0
CALM2	5.68	3.47	0	4.74	0	6.23	102	0	0
CALM3	9.66	8.32	40.5	8.52	118.43	3.76	18.02	23.3	3.96
CALML4	21.24	22.56	49.3	7.94	32.7	11.7	27.5	49.6	0
CALML6	0	0	0	0	0	0	0	0	0
CALN1	0	0	0	0	0	0	0	0	35.3
CALR	7.89	7.02	7.48	14.2	166	4.73	29.95	30	0
CALR3	3.29	4.28	0	0	14.6	0	17.5	14.9	0
CALU	28.2	25.89	15.23	66.8	10.47	21.45	33.82	13.1	0
CALY	4.11	0	9.81	0	0	0	0	0	0
CAMK1	0	0	0	0	0	0	22.1	0	0
CAMK1D	17.6	8.9	0	16.3	9.53	3.51	26.9	0	0
CAMK2A	0	0	0	0	0	0	0	0	13.9
CAMK2B	16.94	0	0	0	0	0	0	0	4.6
CAMK2D	4.4	3.59	18.1	0	0	0	4.19	0	0
CAMK2G	33.08	28.77	38.9	90.7	481	27.1	60.68	96.6	20.7
CAMK2N1	4.52	3.12	0	0	0	0	0	0	0
CAMK2N2	0	0	0	0	0	0	11.45	0	0
CAMK4	17.7	11.4	7.38	0	0	0	0	0	5.14
CAMKK1	22.98	17.27	92.55	25.8	60	12.5	33.7	30.8	32.5
CAMKK2	16.99	11.51	4.94	0	10.9	4.66	27.02	29.8	0
CAMKMT	0	0	0	0	0	0	0	0	0
CAMKV	5.81	3.29	4.01	0	0	0	0	0	6.45
CAMLG	10.36	8.86	20	18.3	16.37	6.26	13.47	24.9	0
CAMSAP1	47.88	41.91	61.53	100.85	119.1	37.13	80.53	135.7	6.22
CAMSAP2	34.06	28.39	7.98	57.78	9.13	50.68	32.89	52.1	20.7
CAMSAP3	5.86	0	187	11.6	21.1	0	15.2	12.5	0
CAMTA1	45.02	10.59	0	0	0	0	0	0	0
CAMTA2	0	0	0	0	0	0	5.06	0	0
CAND1	16.5	15.95	2.96	67.6	34	53.3	36.5	49.98	0
CAND2	20.99	25.29	140.4	0	0	13.4	0	0	0
CANT1	51.67	45.27	131.27	150.97	351.78	26.41	87.39	123.9	0
CANX	3.27	2.54	0	15.22	56.35	7.05	9.52	0	0
CAP1	0	0	0	0	34.2	0	7.14	0	0
CAP2	0	0	4.69	0	13.6	0	4.04	0	0
CAPG	0	0	0	0	40.2	0	88.42	0	0
CAPN1	6.43	7.82	0	0	19.39	0	3.86	0	0
CAPN10	0	0	0	0	0	0	5	0	0
CAPN12	0	0	0	0	12.9	0	0	0	0
CAPN15	23.38	15.39	46.4	0	124.71	0	16.24	61.3	0
CAPN2	1.76	1.63	0	3.51	56.44	12.1	4.44	0	0
CAPN3	0	0	0	0	0	0	0	0	0
CAPN5	0	0	0	0	0	0	0	0	0
CAPN6	0	0	0	0	0	0	0	0	0
CAPN7	5.54	3.24	0	0	0	0	0	0	0
CAPNS1	0	0	0	0	92.66	0	5.95	0	0
CAPRIN1	3.06	2.58	0	3.09	47.16	3.85	3.35	0	0
CAPRIN2	18.48	22.06	18.6	0	0	0	7.6	0	0
CAPS	0	0	0	0	0	0	0	0	0
CAPS2	10.8	9.35	0	0	0	0	0	0	0
CAPZA1	9.72	5.64	0	0	0	0	11.4	0	0
CAPZA2	1.63	1.82	0	0	0	4.75	10.2	0	0
CAPZB	0	0	0	0	35.1	0	14.08	0	0
CARD10	0	0	0	0	106.62	0	2.62	0	0
CARD11	0	0	0	0	0	0	5.1	0	0
CARD14	0	0	0	0	0	0	18.84	0	0
CARD16	0	0	0	0	0	0	0	0	0
CARD19	0	0	0	0	0	0	11.6	0	0
CARD6	10.9	0	0	222.1	15.7	7.56	16.6	21.81	0
CARD8	30.34	17.27	9.28	23.4	0	13.8	41.1	0	0
CARD8-AS1	28.8	58.8	0	10.2	0	11.2	4.53	0	0
CARD9	0	0	0	0	0	0	0	0	0
CARF	20.2	40.5	11.8	0	0	6.69	0	0	0
CARHSP1	14.99	9.76	89.7	14.4	373	7.9	20.69	24.4	0
CARM1	0	0	0	0	59.63	0	1.64	11.3	0
CARMIL1	7.01	4.19	0	0	12.6	0	2.03	0	0
CARMIL2	0	0	0	0	0	0	0	0	0
CARMIL3	0	0	0	0	0	0	0	0	0
CARNMT1	3.31	1.73	0	0	0	0	0	0	0
CARNS1	0	0	0	0	0	0	0	0	0
CARS	5.26	6.46	5.79	16.6	0	0	130.18	15.6	0
CARS2	0	0	0	0	10.2	0	0	0	0
CASC1	0	0	0	0	0	0	0	0	0
CASC10	33.43	27.8	174.6	20.7	27.9	14.3	45.24	22.7	0
CASC15	0	0	0	0	0	0	0	0	0
CASC2	4.43	0	0	0	0	0	0	0	0
CASC3	18.44	7.89	20.4	20.03	133.55	0	10.88	15.2	0
CASC4	2.21	0	0	0	0	0	0	0	0
CASC9	11.8	6.49	0	0	0	0	0	0	0
CASD1	13.97	3.26	0	0	0	0	0	0	0
CASK	0	0	0	0	0	0	0	0	0
CASKIN1	38.6	8.49	180.31	19.4	52.4	0	55.19	31	0
CASKIN2	9.12	9.05	22.9	80.9	96.75	31.5	35.5	35.6	0
CASP10	10.8	20	37.8	0	0	33.31	16.6	0	0
CASP14	0	0	0	0	0	13.4	0	0	0
CASP16P	0	0	0	0	0	0	0	0	0
CASP2	7.99	10.58	24.25	30.3	30.6	12.5	29.56	35.5	0
CASP3	0	0	0	0	0	0	0	0	0
CASP4	0	0	0	0	0	0	0	0	0
CASP6	0	0	0	0	0	5.29	0	0	0
CASP7	6.07	8.11	14.3	0	5.79	3.02	4.64	15	0
CASP8	12.09	14.07	0	26.5	0	5.07	13.9	0	0
CASP8AP2	33.69	37.44	19.99	89.7	0	17.1	36.64	20.08	0
CASP9	9.46	7.14	29.5	17	24.5	4.92	11.7	12.7	0
CASR	0	0	0	0	0	0	0	0	0
CASS4	0	0	0	0	0	5.83	0	0	0
CAST	2.46	1.82	0	2.57	80.65	1.96	0	0	0
CASZ1	19.56	26.73	82.56	0	0	0	7.69	0	0
CAT	0	0	0	0	0	0	9.8	0	0
CATIP-AS1	0	0	0	0	0	0	0	0	0
CATSPER1	0	0	0	0	0	0	0	0	0
CATSPER2P1	0	0	0	0	68.1	0	0	0	0
CATSPERG	7.3	0	0	0	0	0	0	0	0
CAV1	4.33	3.24	0	12.9	42.34	9.93	19.15	14.2	0
CAV2	0	0	0	0	13.6	3.12	10.12	26.8	0
CBARP	0	0	0	0	0	0	4.11	0	0
CBFA2T2	26.6	33.4	69.7	30.6	21.09	31.86	78.8	0	0
CBFA2T3	0	0	0	0	0	0	0	0	0
CBFB	0	0	0	0	18.4	0	0	0	0
CBL	0	0	0	0	16.3	4.38	3.29	0	0
CBLB	25.35	19.22	0	10.2	0	0	29.14	0	0
CBLC	0	0	0	0	0	0	0	0	0
CBLL1	25.88	10.16	0	12.2	5.9	8.21	8.74	0	0
CBLN1	0	0	0	0	0	0	0	0	4.7
CBLN2	0	0	0	0	0	0	0	0	0
CBLN3	0	0	0	0	0	0	0	0	10.54
CBR1	6.17	8.02	32.7	50.2	238.2	4.22	23.75	14.2	0
CBR3	7.58	6.11	4.74	0	0	10.4	4.46	0	0
CBR3-AS1	19.34	10.2	0	0	0	0	0	0	0
CBR4	0	0	0	0	0	0	0	0	0
CBS	5.84	3.44	2.64	0	36.71	0	7.99	0	0
CBX1	2.59	2.99	0	0	14.59	0	0	0	0
CBX2	17.33	22.08	205.78	77.99	221.05	15.26	41.82	147.9	0
CBX3	1.23	0	0	2.25	0	7.44	3.88	0	0
CBX3P2	60.5	10.2	0	0	0	0	10.8	0	0
CBX4	13.7	19.12	102	26.81	243.85	10	39.85	54.62	0
CBX5	5.84	2.8	2.12	0	33	16.03	0	0	0
CBX6	10.1	5.27	53.64	7.13	162.7	0	20.92	45.9	0
CBX7	0	0	0	0	0	0	0	0	0
CBX8	37.6	7.42	40.6	0	31.37	0	10.8	42.9	0
CBY1	4.45	3.21	0	0	0	0	0	0	0
CBY3	5.15	0	0	16.6	10.9	0	13.6	0	0
CC2D1A	0	0	0	0	17.67	0	8.78	0	0
CC2D1B	5.34	4.28	4.9	20.7	15.66	26.8	15.18	16.1	0
CC2D2A	0	0	0	0	10.9	19.4	0	0	0
CCAR1	12.38	10.81	0	0	0	18.53	0	0	0
CCAR2	0	0	2.49	0	115.83	0	0	0	0
CCAT1	0	0	0	20.13	9.48	9.18	12.7	17.1	0
CCBE1	51.3	8.01	5.89	0	0	21.37	0	0	0
CCDC102A	27.7	12.64	17.17	0	9.53	0	84.76	0	0
CCDC102B	10.7	0	0	0	0	0	0	0	0
CCDC103	36.3	13.86	35.4	0	0	0	5.24	0	0
CCDC106	0	0	0	0	0	0	0	0	0
CCDC107	10.8	7.88	40.7	9.93	126	4.91	10.6	23.3	0
CCDC110	49.47	23.16	0	0	0	0	0	0	0
CCDC112	7.48	7.28	0	0	0	0	10.8	0	0
CCDC113	0	0	0	0	0	9.02	0	0	0
CCDC114	0	0	0	0	0	0	0	0	0
CCDC115	0	0	0	0	8.85	0	0	0	0
CCDC116	0	0	0	0	0	0	0	0	0
CCDC117	11.2	9.3	2.72	16.3	0	5.27	33.23	65.6	0
CCDC12	3.32	4.06	2.01	0	23.2	0	4.2	0	0
CCDC120	0	0	55	27.2	68.1	7.55	42.98	30.4	0
CCDC121	33.3	42.1	9.56	25.1	0	0	47.3	0	0
CCDC122	14.64	6.95	0	0	0	9.93	0	0	0
CCDC124	2.15	0	2.61	0	44.9	0	1.6	16	0
CCDC125	21.29	9.77	0	0	0	27	0	0	0
CCDC126	9.55	13.6	10.2	0	0	0	20.1	0	0
CCDC127	18.6	18.3	39.9	20.2	17.2	14.1	21.4	23.79	0
CCDC13	0	0	0	0	0	0	0	0	0
CCDC130	8.47	9.35	30.1	22.43	58.6	0	24.5	38.2	0
CCDC134	6.54	7.03	20.5	11.2	25.2	0	27.1	20.7	0
CCDC136	20.94	15.5	5.64	0	0	0	0	0	0
CCDC137	7.59	13.3	15.5	3.74	39.25	0	15.79	25.2	0
CCDC138	0	2.03	0	0	0	0	0	0	0
CCDC14	28.42	22.78	13.3	36	10.2	20.6	120.29	41.7	0
CCDC140	0	0	0	0	0	0	0	0	0
CCDC141	0	0	0	0	0	6.48	0	0	0
CCDC142	35.25	45.81	48.09	27.2	51.8	25.61	55.88	55.6	0
CCDC144B	25.05	25.52	0	9.85	0	22.94	0	6.22	6.5
CCDC144CP	18.8	9.24	0	0	0	0	0	0	0
CCDC144NL-AS1	0	0	0	0	0	0	0	0	0
CCDC146	8.34	0	0	0	0	0	0	0	0
CCDC148	0	0	0	0	0	2.84	0	0	0
CCDC149	0	0	0	0	0	0	0	0	0
CCDC15	20.69	13.61	3.43	17.3	0	0	17.84	0	0
CCDC150	0	0	0	0	0	0	0	0	0
CCDC151	0	0	0	0	0	0	0	0	0
CCDC152	0	0	0	0	0	0	0	0	4.22
CCDC153	0	0	0	0	0	0	0	0	0
CCDC154	0	0	0	0	0	0	0	0	0
CCDC157	8.95	4.85	6.99	11.2	0	0	8.85	0	0
CCDC159	0	0	0	0	0	0	0	0	0
